deck.href,deck.text,player.href,player.text,event.href,event.text,rank,date
http://www.mtgtop8.com/event?e=7046&d=240519&f=MO,Jund,http://www.mtgtop8.com/search?player=_DarkBeast_+,_DarkBeast_,http://www.mtgtop8.com/event?e=7046&f=MO,MTGO Modern Premier (#6950641),6,6/4/2014
http://www.mtgtop8.com/event?e=7070&d=240674&f=MO,Jund,http://www.mtgtop8.com/search?player=ccomakoto+,ccomakoto,http://www.mtgtop8.com/event?e=7070&f=MO,MTGO Modern Premier (#6950590),3,5/4/2014
http://www.mtgtop8.com/event?e=7070&d=240679&f=MO,Jund,http://www.mtgtop8.com/search?player=_DarkBeast_+,_DarkBeast_,http://www.mtgtop8.com/event?e=7070&f=MO,MTGO Modern Premier (#6950590),8,5/4/2014
http://www.mtgtop8.com/event?e=7071&d=240682&f=MO,Jund,http://www.mtgtop8.com/search?player=Edel+,Edel,http://www.mtgtop8.com/event?e=7071&f=MO,MTGO Modern Premier (#6950564),6,5/4/2014
http://www.mtgtop8.com/event?e=7030&d=240406&f=MO,Jund,http://www.mtgtop8.com/search?player=Isolating+,Isolating,http://www.mtgtop8.com/event?e=7030&f=MO,MTGO Modern Daily (#6950514),5,3/4/2014
http://www.mtgtop8.com/event?e=7008&d=240307&f=MO,Jund,http://www.mtgtop8.com/search?player=janVN+,janVN,http://www.mtgtop8.com/event?e=7008&f=MO,MTGO Modern Daily (#6923085),3,1/4/2014
http://www.mtgtop8.com/event?e=7006&d=240292&f=MO,Jund,http://www.mtgtop8.com/search?player=osmanozguney+,osmanozguney,http://www.mtgtop8.com/event?e=7006&f=MO,MTGO Modern Daily (#6923028),1,30/03/14
http://www.mtgtop8.com/event?e=6944&d=239870&f=MO,Jund,http://www.mtgtop8.com/search?player=kevinwins+,kevinwins,http://www.mtgtop8.com/event?e=6944&f=MO,MTGO Modern Premier (#6894805),6,23/03/14
http://www.mtgtop8.com/event?e=6944&d=239874&f=MO,Jund,http://www.mtgtop8.com/search?player=ccomakoto+,ccomakoto,http://www.mtgtop8.com/event?e=6944&f=MO,MTGO Modern Premier (#6894805),2,23/03/14
http://www.mtgtop8.com/event?e=6957&d=239946&f=MO,Jund,http://www.mtgtop8.com/search?player=Alessandro+Tosca,Alessandro Tosca,http://www.mtgtop8.com/event?e=6957&f=MO,DeckTutor Series Bologna,10,23/03/14
http://www.mtgtop8.com/event?e=6926&d=239761&f=MO,Jund,http://www.mtgtop8.com/search?player=Isolating+,Isolating,http://www.mtgtop8.com/event?e=6926&f=MO,MTGO Modern Premier (#6894769),4,22/03/14
http://www.mtgtop8.com/event?e=6904&d=239645&f=MO,Jund,http://www.mtgtop8.com/search?player=_DarkBeast_+,_DarkBeast_,http://www.mtgtop8.com/event?e=6904&f=MO,MTGO Modern Daily (#6884454),6,19/03/14
http://www.mtgtop8.com/event?e=6904&d=239648&f=MO,Jund,http://www.mtgtop8.com/search?player=Terradestroy+,Terradestroy,http://www.mtgtop8.com/event?e=6904&f=MO,MTGO Modern Daily (#6884454),4,19/03/14
http://www.mtgtop8.com/event?e=6904&d=239651&f=MO,Jund,http://www.mtgtop8.com/search?player=bone5+,bone5,http://www.mtgtop8.com/event?e=6904&f=MO,MTGO Modern Daily (#6884454),3,19/03/14
http://www.mtgtop8.com/event?e=6877&d=239503&f=MO,Jund,http://www.mtgtop8.com/search?player=MioCid+,MioCid,http://www.mtgtop8.com/event?e=6877&f=MO,MTGO Modern Daily (#6884424),6,17/03/14
http://www.mtgtop8.com/event?e=6910&d=239684&f=MO,Jund,http://www.mtgtop8.com/search?player=sakimmd+,sakimmd,http://www.mtgtop8.com/event?e=6910&f=MO,MTGO Modern Premier (#6865585),1,15/03/14
http://www.mtgtop8.com/event?e=6815&d=239188&f=MO,Jund,http://www.mtgtop8.com/search?player=ccomakoto+,ccomakoto,http://www.mtgtop8.com/event?e=6815&f=MO,MTGO Modern Premier (#6834255),1,8/3/2014
http://www.mtgtop8.com/event?e=6834&d=239288&f=MO,Jund,http://www.mtgtop8.com/search?player=clmoser87+,clmoser87,http://www.mtgtop8.com/event?e=6834&f=MO,MTGO Modern Daily (#6834197),6,6/3/2014
http://www.mtgtop8.com/event?e=6803&d=239104&f=MO,Jund,http://www.mtgtop8.com/search?player=DarkestMage+,DarkestMage,http://www.mtgtop8.com/event?e=6803&f=MO,MTGO Modern Daily (#6800345),2,4/3/2014
http://www.mtgtop8.com/event?e=6793&d=239039&f=MO,Jund,http://www.mtgtop8.com/search?player=Edel+,Edel,http://www.mtgtop8.com/event?e=6793&f=MO,MTGO Modern Premier (#6800317),3,3/3/2014
http://www.mtgtop8.com/event?e=6781&d=238971&f=MO,Jund,http://www.mtgtop8.com/search?player=rickster_+,rickster_,http://www.mtgtop8.com/event?e=6781&f=MO,MTGO Modern Premier (#6800308),5,2/3/2014
http://www.mtgtop8.com/event?e=6754&d=238801&f=MO,Jund,http://www.mtgtop8.com/search?player=dicekey+,dicekey,http://www.mtgtop8.com/event?e=6754&f=MO,MTGO Modern Daily (#6800238),7,28/02/14
http://www.mtgtop8.com/event?e=6704&d=238503&f=MO,Jund,http://www.mtgtop8.com/search?player=kei00+,kei00,http://www.mtgtop8.com/event?e=6704&f=MO,MTGO Modern Premier (#6767335),1,23/02/14
http://www.mtgtop8.com/event?e=6698&d=238537&f=MO,Jund,http://www.mtgtop8.com/search?player=Matej+Zatlkaj+(22+Pts),Matej Zatlkaj (22 Pts),http://www.mtgtop8.com/event?e=6698&f=MO,"Pro Tour Born of the God (Valencia, Spain)",Other,23/02/14
http://www.mtgtop8.com/event?e=6720&d=238585&f=MO,Jund,http://www.mtgtop8.com/search?player=ccomakoto+,ccomakoto,http://www.mtgtop8.com/event?e=6720&f=MO,MTGO Modern Premier (#6767358),1,23/02/14
http://www.mtgtop8.com/event?e=6762&d=238835&f=MO,Jund,http://www.mtgtop8.com/search?player=Matteo+Barberi,Matteo Barberi,http://www.mtgtop8.com/event?e=6762&f=MO,"Italian Magic Tour (Milan, Italy)",5,23/02/14
http://www.mtgtop8.com/event?e=6703&d=238501&f=MO,Jund,http://www.mtgtop8.com/search?player=ccomakoto+,ccomakoto,http://www.mtgtop8.com/event?e=6703&f=MO,MTGO Modern Daily (#6767333),2,22/02/14
http://www.mtgtop8.com/event?e=6664&d=238317&f=MO,Jund,http://www.mtgtop8.com/search?player=ceobry01+,ceobry01,http://www.mtgtop8.com/event?e=6664&f=MO,MTGO Modern Daily (#6737501),5,18/02/14
http://www.mtgtop8.com/event?e=6668&d=238336&f=MO,Jund,http://www.mtgtop8.com/search?player=osmanozguney+,osmanozguney,http://www.mtgtop8.com/event?e=6668&f=MO,MTGO Modern Premier (#6737421),5,15/02/14
http://www.mtgtop8.com/event?e=6629&d=238089&f=MO,Jund,http://www.mtgtop8.com/search?player=el_fake+,el_fake,http://www.mtgtop8.com/event?e=6629&f=MO,MTGO Modern Daily (#6710685),1,11/2/2014
http://www.mtgtop8.com/event?e=6602&d=237946&f=MO,Jund,http://www.mtgtop8.com/search?player=Dr_Macoler_+,Dr_Macoler_,http://www.mtgtop8.com/event?e=6602&f=MO,MTGO Modern Premier (#6710622),3,8/2/2014
http://www.mtgtop8.com/event?e=6600&d=237932&f=MO,Jund,http://www.mtgtop8.com/search?player=ceobry01+,ceobry01,http://www.mtgtop8.com/event?e=6600&f=MO,MTGO Modern Daily (#6710550),3,6/2/2014
http://www.mtgtop8.com/event?e=6569&d=237732&f=MO,Jund,http://www.mtgtop8.com/search?player=Dr_Macoler_+,Dr_Macoler_,http://www.mtgtop8.com/event?e=6569&f=MO,MTGO Modern Premier (#6683932),5,3/2/2014
http://www.mtgtop8.com/event?e=6570&d=237739&f=MO,Jund,http://www.mtgtop8.com/search?player=Monsoonblue+,Monsoonblue,http://www.mtgtop8.com/event?e=6570&f=MO,MTGO Modern Daily (#6683957),6,3/2/2014
http://www.mtgtop8.com/event?e=6566&d=237707&f=MO,Jund,http://www.mtgtop8.com/search?player=Boin+,Boin,http://www.mtgtop8.com/event?e=6566&f=MO,MTGO Modern Premier (#6683859),8,1/2/2014
http://www.mtgtop8.com/event?e=6566&d=237711&f=MO,Jund,http://www.mtgtop8.com/search?player=freeredbull24594+,freeredbull24594,http://www.mtgtop8.com/event?e=6566&f=MO,MTGO Modern Premier (#6683859),4,1/2/2014
http://www.mtgtop8.com/event?e=6566&d=237713&f=MO,Jund,http://www.mtgtop8.com/search?player=YellowGatorade+,YellowGatorade,http://www.mtgtop8.com/event?e=6566&f=MO,MTGO Modern Premier (#6683859),1,1/2/2014
http://www.mtgtop8.com/event?e=6561&d=237679&f=MO,Jund,http://www.mtgtop8.com/search?player=MajicRare+,MajicRare,http://www.mtgtop8.com/event?e=6561&f=MO,MTGO Modern Daily (#6683835),1,31/01/14
http://www.mtgtop8.com/event?e=6561&d=237681&f=MO,Jund,http://www.mtgtop8.com/search?player=Monsoonblue+,Monsoonblue,http://www.mtgtop8.com/event?e=6561&f=MO,MTGO Modern Daily (#6683835),3,31/01/14
http://www.mtgtop8.com/event?e=6557&d=237658&f=MO,Jund,http://www.mtgtop8.com/search?player=Jaberwocki+,Jaberwocki,http://www.mtgtop8.com/event?e=6557&f=MO,MTGO Modern Daily (#6654195),3,29/01/14
http://www.mtgtop8.com/event?e=6533&d=237532&f=MO,Jund,http://www.mtgtop8.com/search?player=Zwischenzug+,Zwischenzug,http://www.mtgtop8.com/event?e=6533&f=MO,MTGO Modern Daily (#6654135),1,26/01/14
http://www.mtgtop8.com/event?e=6533&d=237534&f=MO,Jund,http://www.mtgtop8.com/search?player=Dazai+,Dazai,http://www.mtgtop8.com/event?e=6533&f=MO,MTGO Modern Daily (#6654135),3,26/01/14
http://www.mtgtop8.com/event?e=6538&d=237562&f=MO,Jund,http://www.mtgtop8.com/search?player=edyamin+,edyamin,http://www.mtgtop8.com/event?e=6538&f=MO,MTGO Modern Premier (#6654128),6,26/01/14
http://www.mtgtop8.com/event?e=6523&d=237445&f=MO,Jund,http://www.mtgtop8.com/search?player=sakimmd+,sakimmd,http://www.mtgtop8.com/event?e=6523&f=MO,MTGO Modern Premier (#6654091),1,25/01/14
http://www.mtgtop8.com/event?e=6694&d=238443&f=MO,Jund,http://www.mtgtop8.com/search?player=Kevin+Rege,Kevin Rege,http://www.mtgtop8.com/event?e=6694&f=MO,1° The BRAWL Modern,8,25/01/14
http://www.mtgtop8.com/event?e=8990&d=251245&f=MO,Jund,http://www.mtgtop8.com/search?player=Karl+Delatorre,Karl Delatorre,http://www.mtgtop8.com/event?e=8990&f=MO,StarCityGames Premier IQ - Washington,10,25/01/14
http://www.mtgtop8.com/event?e=6525&d=237462&f=MO,Jund,http://www.mtgtop8.com/search?player=Zwischenzug+,Zwischenzug,http://www.mtgtop8.com/event?e=6525&f=MO,MTGO Modern Daily (#6654043),4,24/01/14
http://www.mtgtop8.com/event?e=6525&d=237464&f=MO,Jund,http://www.mtgtop8.com/search?player=powery+,powery,http://www.mtgtop8.com/event?e=6525&f=MO,MTGO Modern Daily (#6654043),6,24/01/14
http://www.mtgtop8.com/event?e=6508&d=237352&f=MO,Jund,http://www.mtgtop8.com/search?player=IHaveTopTop+,IHaveTopTop,http://www.mtgtop8.com/event?e=6508&f=MO,MTGO Modern Daily (#6654037),2,23/01/14
http://www.mtgtop8.com/event?e=6511&d=237374&f=MO,Jund,http://www.mtgtop8.com/search?player=abomai+,abomai,http://www.mtgtop8.com/event?e=6511&f=MO,MTGO Modern Daily (#6622294),4,22/01/14
http://www.mtgtop8.com/event?e=6509&d=237360&f=MO,Jund,http://www.mtgtop8.com/search?player=strikeagle+,strikeagle,http://www.mtgtop8.com/event?e=6509&f=MO,MTGO Modern Daily (#6622288),4,21/01/14
http://www.mtgtop8.com/event?e=6506&d=237338&f=MO,Jund,http://www.mtgtop8.com/search?player=YellowGatorade+,YellowGatorade,http://www.mtgtop8.com/event?e=6506&f=MO,MTGO Modern Premier (#6622239),3,20/01/14
http://www.mtgtop8.com/event?e=6507&d=237346&f=MO,Jund,http://www.mtgtop8.com/search?player=dicekey+,dicekey,http://www.mtgtop8.com/event?e=6507&f=MO,MTGO Modern Daily (#6622264),2,20/01/14
http://www.mtgtop8.com/event?e=6505&d=237332&f=MO,Jund,http://www.mtgtop8.com/search?player=strikeagle+,strikeagle,http://www.mtgtop8.com/event?e=6505&f=MO,MTGO Modern Premier (#6622227),5,19/01/14
http://www.mtgtop8.com/event?e=6505&d=237333&f=MO,Jund,http://www.mtgtop8.com/search?player=_Batutinha_+,_Batutinha_,http://www.mtgtop8.com/event?e=6505&f=MO,MTGO Modern Premier (#6622227),6,19/01/14
http://www.mtgtop8.com/event?e=6505&d=237335&f=MO,Jund,http://www.mtgtop8.com/search?player=edyamin+,edyamin,http://www.mtgtop8.com/event?e=6505&f=MO,MTGO Modern Premier (#6622227),8,19/01/14
http://www.mtgtop8.com/event?e=6510&d=237365&f=MO,Jund,http://www.mtgtop8.com/search?player=syrup16g+,syrup16g,http://www.mtgtop8.com/event?e=6510&f=MO,MTGO Modern Daily (#6622234),1,19/01/14
http://www.mtgtop8.com/event?e=6510&d=237366&f=MO,Jund,http://www.mtgtop8.com/search?player=tallanddirty+,tallanddirty,http://www.mtgtop8.com/event?e=6510&f=MO,MTGO Modern Daily (#6622234),2,19/01/14
http://www.mtgtop8.com/event?e=6512&d=237379&f=MO,Jund,http://www.mtgtop8.com/search?player=YellowGatorade+,YellowGatorade,http://www.mtgtop8.com/event?e=6512&f=MO,MTGO Modern Premier (#6622202),3,19/01/14
http://www.mtgtop8.com/event?e=6512&d=237381&f=MO,Jund,http://www.mtgtop8.com/search?player=Ericmio+,Ericmio,http://www.mtgtop8.com/event?e=6512&f=MO,MTGO Modern Premier (#6622202),7,19/01/14
http://www.mtgtop8.com/event?e=6475&d=237157&f=MO,Jund,http://www.mtgtop8.com/search?player=Derayler+,Derayler,http://www.mtgtop8.com/event?e=6475&f=MO,MTGO Modern Daily (#6622197),2,18/01/14
http://www.mtgtop8.com/event?e=6475&d=237158&f=MO,Jund,http://www.mtgtop8.com/search?player=jsiri84+,jsiri84,http://www.mtgtop8.com/event?e=6475&f=MO,MTGO Modern Daily (#6622197),1,18/01/14
http://www.mtgtop8.com/event?e=6484&d=237213&f=MO,Jund,http://www.mtgtop8.com/search?player=tzio+,tzio,http://www.mtgtop8.com/event?e=6484&f=MO,MTGO Modern Premier (#6622166),2,18/01/14
http://www.mtgtop8.com/event?e=6920&d=239722&f=MO,Jund,http://www.mtgtop8.com/search?player=Benjamin+Pérez,Benjamin Pérez,http://www.mtgtop8.com/event?e=6920&f=MO,GPT Allariz,4,18/01/14
http://www.mtgtop8.com/event?e=6473&d=237140&f=MO,Jund,http://www.mtgtop8.com/search?player=CRET_UgRiv+,CRET_UgRiv,http://www.mtgtop8.com/event?e=6473&f=MO,MTGO Modern Daily (#6622142),4,17/01/14
http://www.mtgtop8.com/event?e=6471&d=237126&f=MO,Jund,http://www.mtgtop8.com/search?player=Zwischenzug+,Zwischenzug,http://www.mtgtop8.com/event?e=6471&f=MO,MTGO Modern Daily (#6622118),1,16/01/14
http://www.mtgtop8.com/event?e=6471&d=237128&f=MO,Jund,http://www.mtgtop8.com/search?player=dancingjesus102+,dancingjesus102,http://www.mtgtop8.com/event?e=6471&f=MO,MTGO Modern Daily (#6622118),3,16/01/14
http://www.mtgtop8.com/event?e=6462&d=237071&f=MO,Jund,http://www.mtgtop8.com/search?player=CuttingEdge99+,CuttingEdge99,http://www.mtgtop8.com/event?e=6462&f=MO,MTGO Modern Daily (#6591882),6,14/01/14
http://www.mtgtop8.com/event?e=6462&d=237074&f=MO,Jund,http://www.mtgtop8.com/search?player=sam51087+,sam51087,http://www.mtgtop8.com/event?e=6462&f=MO,MTGO Modern Daily (#6591882),3,14/01/14
http://www.mtgtop8.com/event?e=6465&d=237086&f=MO,Jund,http://www.mtgtop8.com/search?player=StickyWicket+,StickyWicket,http://www.mtgtop8.com/event?e=6465&f=MO,MTGO Modern Premier (#6592306),3,13/01/14
http://www.mtgtop8.com/event?e=6433&d=236974&f=MO,Jund,http://www.mtgtop8.com/search?player=tzio+,tzio,http://www.mtgtop8.com/event?e=6433&f=MO,MTGO Modern Premier (#6592298),8,12/1/2014
http://www.mtgtop8.com/event?e=6436&d=236989&f=MO,Jund,http://www.mtgtop8.com/search?player=Robin+Dolar,Robin Dolar,http://www.mtgtop8.com/event?e=6436&f=MO,Grand Prix Prague,10,12/1/2014
http://www.mtgtop8.com/event?e=9081&d=251748&f=MO,Affinity,http://www.mtgtop8.com/search?player=_Shatun_,_Shatun_,http://www.mtgtop8.com/event?e=9081&f=MO,MTGO Modern Daily (#7974069),4,12/2/2015
http://www.mtgtop8.com/event?e=9071&d=251693&f=MO,Affinity,http://www.mtgtop8.com/search?player=BakedCake,BakedCake,http://www.mtgtop8.com/event?e=9071&f=MO,MTGO Modern Daily (#7949839),6,9/2/2015
http://www.mtgtop8.com/event?e=9064&d=251640&f=MO,Affinity,http://www.mtgtop8.com/search?player=Roberto+Esposito+(27+Pts),Roberto Esposito (27 Pts),http://www.mtgtop8.com/event?e=9064&f=MO,Pro Tour Fate Reforged @ Washington DC,Other,8/2/2015
http://www.mtgtop8.com/event?e=9078&d=251737&f=MO,Affinity,http://www.mtgtop8.com/search?player=Christian+Elliger,Christian Elliger,http://www.mtgtop8.com/event?e=9078&f=MO,"PPTQ Vancouver @ CK, Magdeburg",12,7/2/2015
http://www.mtgtop8.com/event?e=9063&d=251625&f=MO,Affinity,http://www.mtgtop8.com/search?player=Joey94,Joey94,http://www.mtgtop8.com/event?e=9063&f=MO,MTGO Modern Daily (#7949715),7,5/2/2015
http://www.mtgtop8.com/event?e=9052&d=251560&f=MO,Affinity,http://www.mtgtop8.com/search?player=Charonimus,Charonimus,http://www.mtgtop8.com/event?e=9052&f=MO,MTGO Modern Daily (#7949700),1,4/2/2015
http://www.mtgtop8.com/event?e=9049&d=251543&f=MO,Affinity,http://www.mtgtop8.com/search?player=pig222,pig222,http://www.mtgtop8.com/event?e=9049&f=MO,MTGO Modern Daily (#7930081),1,3/2/2015
http://www.mtgtop8.com/event?e=9033&d=251460&f=MO,Affinity,http://www.mtgtop8.com/search?player=David+Long,David Long,http://www.mtgtop8.com/event?e=9033&f=MO,SCG Premier IQ - Indianapolis,5,1/2/2015
http://www.mtgtop8.com/event?e=9033&d=251462&f=MO,Affinity,http://www.mtgtop8.com/search?player=Ian+Losch,Ian Losch,http://www.mtgtop8.com/event?e=9033&f=MO,SCG Premier IQ - Indianapolis,7,1/2/2015
http://www.mtgtop8.com/event?e=9024&d=251386&f=MO,Affinity,http://www.mtgtop8.com/search?player=Frej+–rnberg,Frej –rnberg,http://www.mtgtop8.com/event?e=9024&f=MO,PPTQ Vancouver @ Faraos Cigarer,10,31/01/15
http://www.mtgtop8.com/event?e=8994&d=251268&f=MO,Affinity,http://www.mtgtop8.com/search?player=m3l0q,m3l0q,http://www.mtgtop8.com/event?e=8994&f=MO,MTGO Modern Daily (#7911964),1,26/01/15
http://www.mtgtop8.com/event?e=8995&d=251274&f=MO,Affinity,http://www.mtgtop8.com/search?player=1866,1866,http://www.mtgtop8.com/event?e=8995&f=MO,MTGO Modern Daily (#7911928),2,25/01/15
http://www.mtgtop8.com/event?e=8998&d=251283&f=MO,Affinity,http://www.mtgtop8.com/search?player=1866,1866,http://www.mtgtop8.com/event?e=8998&f=MO,MTGO Modern Daily (#7911928),2,25/01/15
http://www.mtgtop8.com/event?e=8980&d=251167&f=MO,Affinity,http://www.mtgtop8.com/search?player=BakedCake,BakedCake,http://www.mtgtop8.com/event?e=8980&f=MO,MTGO Modern Daily (#7911888),1,24/01/15
http://www.mtgtop8.com/event?e=8940&d=251008&f=MO,Affinity,http://www.mtgtop8.com/search?player=pig222,pig222,http://www.mtgtop8.com/event?e=8940&f=MO,MTGO Modern Daily (#7867477),6,14/01/15
http://www.mtgtop8.com/event?e=8906&d=250786&f=MO,Affinity,http://www.mtgtop8.com/search?player=panoma,panoma,http://www.mtgtop8.com/event?e=8906&f=MO,MTGO Modern Daily (#7867470),2,13/01/15
http://www.mtgtop8.com/event?e=8906&d=250787&f=MO,Affinity,http://www.mtgtop8.com/search?player=Simo94,Simo94,http://www.mtgtop8.com/event?e=8906&f=MO,MTGO Modern Daily (#7867470),3,13/01/15
http://www.mtgtop8.com/event?e=8918&d=250884&f=MO,Affinity,http://www.mtgtop8.com/search?player=Joe+Fasano,Joe Fasano,http://www.mtgtop8.com/event?e=8918&f=MO,SCG Premier IQ Philadelphia,10,11/1/2015
http://www.mtgtop8.com/event?e=8919&d=250889&f=MO,Affinity,http://www.mtgtop8.com/search?player=Riccardo+Angiuli,Riccardo Angiuli,http://www.mtgtop8.com/event?e=8919&f=MO,PPTQ @ Dark Side,4,11/1/2015
http://www.mtgtop8.com/event?e=8919&d=250892&f=MO,Affinity,http://www.mtgtop8.com/search?player=Angelo+Mancini,Angelo Mancini,http://www.mtgtop8.com/event?e=8919&f=MO,PPTQ @ Dark Side,1,11/1/2015
http://www.mtgtop8.com/event?e=8901&d=250770&f=MO,Affinity,http://www.mtgtop8.com/search?player=Dr_Macoler_,Dr_Macoler_,http://www.mtgtop8.com/event?e=8901&f=MO,MTGO Modern Daily (#7867366),3,10/1/2015
http://www.mtgtop8.com/event?e=8900&d=250765&f=MO,Affinity,http://www.mtgtop8.com/search?player=Travis+Bader,Travis Bader,http://www.mtgtop8.com/event?e=8900&f=MO,Grand Prix Omaha 2015 - Trial Winners,1,9/1/2015
http://www.mtgtop8.com/event?e=8867&d=250553&f=MO,Affinity,http://www.mtgtop8.com/search?player=TristanPetersonMN,TristanPetersonMN,http://www.mtgtop8.com/event?e=8867&f=MO,MTGO Modern Daily (#7851247),2,4/1/2015
http://www.mtgtop8.com/event?e=8873&d=250597&f=MO,Affinity,http://www.mtgtop8.com/search?player=Corey+Filburn,Corey Filburn,http://www.mtgtop8.com/event?e=8873&f=MO,SCG Premier IQ - Columbus,9,4/1/2015
http://www.mtgtop8.com/event?e=8873&d=250606&f=MO,Affinity,http://www.mtgtop8.com/search?player=Jamie+Jarvis,Jamie Jarvis,http://www.mtgtop8.com/event?e=8873&f=MO,SCG Premier IQ - Columbus,10,4/1/2015
http://www.mtgtop8.com/event?e=8848&d=250452&f=MO,Affinity,http://www.mtgtop8.com/search?player=Rybex,Rybex,http://www.mtgtop8.com/event?e=8848&f=MO,MTGO Modern Daily (#7851137),5,1/1/2015
http://www.mtgtop8.com/event?e=8874&d=250612&f=MO,Affinity,http://www.mtgtop8.com/search?player=Cortesi+Luca,Cortesi Luca,http://www.mtgtop8.com/event?e=8874&f=MO,"PPTQ Magic Store (Forli, Italy)",12,28/12/14
http://www.mtgtop8.com/event?e=8874&d=250617&f=MO,Affinity,http://www.mtgtop8.com/search?player=Maurizio+Maurizio,Maurizio Maurizio,http://www.mtgtop8.com/event?e=8874&f=MO,"PPTQ Magic Store (Forli, Italy)",12,28/12/14
http://www.mtgtop8.com/event?e=8811&d=250269&f=MO,Affinity,http://www.mtgtop8.com/search?player=Metric_Blindness,Metric_Blindness,http://www.mtgtop8.com/event?e=8811&f=MO,MTGO Modern Daily (#7815857),1,26/12/14
http://www.mtgtop8.com/event?e=8875&d=250622&f=MO,Affinity,http://www.mtgtop8.com/search?player=Domenico+Di+Siero,Domenico Di Siero,http://www.mtgtop8.com/event?e=8875&f=MO,"PPTQ Collezionami Shop (Forli, Italy)",10,21/12/14
http://www.mtgtop8.com/event?e=8757&d=250045&f=MO,Affinity,http://www.mtgtop8.com/search?player=Rybex,Rybex,http://www.mtgtop8.com/event?e=8757&f=MO,MTGO Modern Daily (#7797232),2,18/12/14
http://www.mtgtop8.com/event?e=8718&d=249821&f=MO,Affinity,http://www.mtgtop8.com/search?player=Dario+Parazzoli,Dario Parazzoli,http://www.mtgtop8.com/event?e=8718&f=MO,Grand Prix Milan 2014,8,14/12/14
http://www.mtgtop8.com/event?e=8786&d=250159&f=MO,Affinity,http://www.mtgtop8.com/search?player=Stan+Splinter,Stan Splinter,http://www.mtgtop8.com/event?e=8786&f=MO,"PPTQ @ Groningen, Netherlands",12,13/12/14
http://www.mtgtop8.com/event?e=8719&d=249822&f=MO,Affinity,http://www.mtgtop8.com/search?player=Francesco+Rasostoia,Francesco Rasostoia,http://www.mtgtop8.com/event?e=8719&f=MO,Grand Prix Milan 2014 - Trial Winners,1,12/12/2014
http://www.mtgtop8.com/event?e=8719&d=249833&f=MO,Affinity,http://www.mtgtop8.com/search?player=Frederik+Hemmingsen,Frederik Hemmingsen,http://www.mtgtop8.com/event?e=8719&f=MO,Grand Prix Milan 2014 - Trial Winners,1,12/12/2014
http://www.mtgtop8.com/event?e=8719&d=249837&f=MO,Affinity,http://www.mtgtop8.com/search?player=Francesco+Gentile,Francesco Gentile,http://www.mtgtop8.com/event?e=8719&f=MO,Grand Prix Milan 2014 - Trial Winners,1,12/12/2014
http://www.mtgtop8.com/event?e=8743&d=249943&f=MO,Affinity,http://www.mtgtop8.com/search?player=Rossi+Brian,Rossi Brian,http://www.mtgtop8.com/event?e=8743&f=MO,Nebraska´s War 2.0 - Side Event,12,7/12/2014
http://www.mtgtop8.com/event?e=8752&d=250020&f=MO,Affinity,http://www.mtgtop8.com/search?player=Casarin+Valerio,Casarin Valerio,http://www.mtgtop8.com/event?e=8752&f=MO,PPTQ - Day of Judgment 3rd Ed. @ Caos AD,1,7/12/2014
http://www.mtgtop8.com/event?e=8752&d=250026&f=MO,Affinity,http://www.mtgtop8.com/search?player=Milan+Stefano,Milan Stefano,http://www.mtgtop8.com/event?e=8752&f=MO,PPTQ - Day of Judgment 3rd Ed. @ Caos AD,7,7/12/2014
http://www.mtgtop8.com/event?e=8683&d=249615&f=MO,Affinity,http://www.mtgtop8.com/search?player=Rybex,Rybex,http://www.mtgtop8.com/event?e=8683&f=MO,MTGO Modern Daily (#7753356),2,6/12/2014
http://www.mtgtop8.com/event?e=8674&d=249590&f=MO,Affinity,http://www.mtgtop8.com/search?player=NSW,NSW,http://www.mtgtop8.com/event?e=8674&f=MO,MTGO Modern Daily (#7729886),4,3/12/2014
http://www.mtgtop8.com/event?e=8672&d=249582&f=MO,Affinity,http://www.mtgtop8.com/search?player=mrgando,mrgando,http://www.mtgtop8.com/event?e=8672&f=MO,MTGO Modern Daily (#7729879),5,2/12/2014
http://www.mtgtop8.com/event?e=8650&d=249441&f=MO,Affinity,http://www.mtgtop8.com/search?player=The,The,http://www.mtgtop8.com/event?e=8650&f=MO,MTGO Modern Daily (#7729735),5,28/11/14
http://www.mtgtop8.com/event?e=8618&d=249308&f=MO,Affinity,http://www.mtgtop8.com/search?player=Bradfordlee,Bradfordlee,http://www.mtgtop8.com/event?e=8618&f=MO,MTGO Modern Daily (#7704652),1,25/11/14
http://www.mtgtop8.com/event?e=8599&d=249251&f=MO,Affinity,http://www.mtgtop8.com/search?player=Bradfordlee,Bradfordlee,http://www.mtgtop8.com/event?e=8599&f=MO,MTGO Modern Daily (#7704624),5,24/11/14
http://www.mtgtop8.com/event?e=8608&d=249277&f=MO,Affinity,http://www.mtgtop8.com/search?player=Erik+Aliff,Erik Aliff,http://www.mtgtop8.com/event?e=8608&f=MO,SCG Premier IQ Richmond,10,23/11/14
http://www.mtgtop8.com/event?e=8600&d=249256&f=MO,Affinity,http://www.mtgtop8.com/search?player=Joshsantos92,Joshsantos92,http://www.mtgtop8.com/event?e=8600&f=MO,MTGO Modern Daily (#7704457),1,20/11/14
http://www.mtgtop8.com/event?e=8558&d=249138&f=MO,Affinity,http://www.mtgtop8.com/search?player=Joshsantos92,Joshsantos92,http://www.mtgtop8.com/event?e=8558&f=MO,MTGO Modern Daily (#7679581),4,18/11/14
